"Date/Time","Interface - In Utilization (%)","Interface - Out Utilization (%)","Interface Discards - In (%)","Interface Discards - Out (%)","Interface Discards - In (pkt)","Interface Discards - Out (pkt)","Interface Errors - In (%)","Interface Errors - Out (%)","Interface Errors - In (pkt)","Interface Errors - Out (pkt)","Interface - In (bps)","Interface - Out (bps)","Interface - In (MB)","Interface - Out (MB)","Interface - In (pkt)","Interface - Out (pkt)","Interface - In (pkt/sec)","Interface - Out (pkt/sec)",
"01/22/2016 12:00","          2.07","         13.93","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      12903320","      86655045","         1453.236","         9759.525","      4426918","      7339058","         4913.338","         8145.458",
"01/22/2016 12:15","          2.20","         10.89","         0.00","         0.01","            0","          380","         0.00","         0.00","            0","            0","      13671229","      67705849","         1544.849","         7650.761","      3659982","      5403828","         4048.653","         5977.686",
"01/22/2016 12:30","          1.93","         26.67","         0.00","         0.00","            0","          237","         0.00","         0.00","            0","            0","      12010955","     165887894","         1333.216","        18413.556","      3923385","      8509029","         4418.227","         9582.240",
"01/22/2016 12:45","          1.97","         15.86","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      12230550","      98664886","         1380.523","        11136.799","      4421055","      6694028","         4895.963","         7413.099",
"01/22/2016 13:00","          1.88","         11.40","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      11721796","      70932220","         1321.633","         7997.607","      3753822","      6275425","         4161.665","         6957.234",
"01/22/2016 13:15","          2.07","         76.04","         0.00","         0.01","            0","         1994","         0.00","         0.00","            0","            0","      12884119","     472952911","         1454.295","        53384.561","      5509074","     17146554","         6100.857","        18988.432",
"01/22/2016 13:30","          2.35","         55.12","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      14599506","     342855408","         1797.564","        42214.072","      8304096","     17630944","         8430.555","        17899.434",
"01/22/2016 13:45","          1.91","         40.86","         0.00","         0.14","            0","        17136","         0.00","         0.00","            0","            0","      11855875","     254150665","         1327.858","        28464.876","      6141875","     12015215","         6854.771","        13409.838",
"01/22/2016 14:00","          2.13","         11.93","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      13266346","      74199371","         1499.097","         8384.528","      4067672","      6900265","         4499.637","         7633.037",
"01/22/2016 14:15","          2.39","         19.89","         0.00","         0.01","            0","          541","         0.00","         0.00","            0","            0","      14846096","     123733429","         1666.474","        13889.077","      5499117","      9966614","         6123.738","        11098.680",
"01/22/2016 14:30","          2.27","         24.92","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      14092374","     155033188","         1587.154","        17460.613","      6842049","     12656164","         7593.839","        14046.797",
"01/22/2016 14:45","          1.82","         29.52","         0.00","         0.04","            0","         4298","         0.00","         0.00","            0","            0","      11329549","     183612976","         1266.077","        20518.750","      4412853","      9720545","         4936.077","        10873.093",
"01/22/2016 15:00","          1.83","         10.74","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      11378648","      66808670","         1280.098","         7515.975","      3567477","      6255004","         3963.863","         6950.004",
"01/22/2016 15:15","          1.75","         10.95","         0.00","         0.00","            0","           52","         0.00","         0.00","            0","            0","      10863497","      68104668","         1239.797","         7772.445","      3166375","      5597487","         3468.100","         6130.873",
"01/22/2016 15:30","          1.71","         10.37","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      10661437","      64480728","         1190.083","         7197.661","      3121959","      5591492","         3496.035","         6261.469",
"01/22/2016 15:45","          1.95","         25.40","         0.00","         0.00","            0","          101","         0.00","         0.00","            0","            0","      12156791","     157958160","         1355.482","        17612.335","      5750618","      9749895","         6446.881","        10930.376",
"01/22/2016 16:00","          1.79","         14.34","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      11164167","      89188873","         1271.320","        10156.382","      4450593","      8106471","         4885.393","         8898.432",
"01/22/2016 16:15","          1.92","         17.98","         0.00","         0.03","            0","         2659","         0.00","         0.00","            0","            0","      11940319","     111810791","         1344.778","        12592.690","      4760522","      8838845","         5283.598","         9810.039",
"01/22/2016 16:30","          1.90","         29.16","         0.00","         0.00","            0","          534","         0.00","         0.00","            0","            0","      11809280","     181356750","         1322.639","        20311.958","      5267115","     11124244","         5878.477","        12415.451",
"01/22/2016 16:45","          1.94","         26.89","         0.00","         0.01","            0","          658","         0.00","         0.00","            0","            0","      12063487","     167270279","         1361.666","        18880.633","      5165318","     10292803","         5720.175","        11398.453",
"01/22/2016 17:00","          2.08","         22.63","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      12942235","     140763245","         1459.237","        15871.057","      6178929","     11487230","         6850.254","        12735.288",
"01/22/2016 17:15","          2.61","         79.98","         0.00","         0.53","            0","       108378","         0.00","         0.00","            0","            0","      16264009","     497452209","         1833.767","        56087.736","      9809290","     20514322","        10875.044","        22743.150",
