"Date/Time","Interface - In Utilization (%)","Interface - Out Utilization (%)","Interface Discards - In (%)","Interface Discards - Out (%)","Interface Discards - In (pkt)","Interface Discards - Out (pkt)","Interface Errors - In (%)","Interface Errors - Out (%)","Interface Errors - In (pkt)","Interface Errors - Out (pkt)","Interface - In (bps)","Interface - Out (bps)","Interface - In (MB)","Interface - Out (MB)","Interface - In (pkt)","Interface - Out (pkt)","Interface - In (pkt/sec)","Interface - Out (pkt/sec)",
"01/08/2016 12:00","          0.92","         16.94","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       5691525","     105395111","          647.411","        11988.693","      4258739","      9186912","         4679.933","        10095.508",
"01/08/2016 12:15","          1.04","         22.11","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       6497161","     137506027","          726.058","        15366.298","      4665786","     10270020","         5219.000","        11487.718",
"01/08/2016 12:30","          0.83","         18.76","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       5141910","     116680984","          579.750","        13155.781","      3258183","      7214431","         3612.176","         7998.261",
"01/08/2016 12:45","          0.81","         30.52","         0.00","         0.32","            0","        29829","         0.00","         0.00","            0","            0","       5044483","     189809418","          566.243","        21306.108","      3748972","      9298327","         4174.802","        10354.484",
"01/08/2016 13:00","          0.87","         12.36","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       5389789","      76892883","          605.678","         8640.838","      3270809","      7017030","         3638.275","         7805.373",
"01/08/2016 13:15","          1.34","         72.53","         0.00","         0.06","            0","        11548","         0.00","         0.00","            0","            0","       8361853","     451147461","          937.573","        50584.908","      7857211","     20144192","         8759.433","        22457.293",
"01/08/2016 13:30","          1.76","         42.42","         0.00","         0.00","            0","          171","         0.00","         0.00","            0","            0","      10927400","     263848755","         1352.266","        32651.282","     11469161","     22180956","        11585.011","        22405.008",
"01/08/2016 13:45","          1.22","         76.73","         0.00","         0.12","            0","        27236","         0.00","         0.00","            0","            0","       7613286","     477279846","          851.736","        53395.681","      8126039","     21763328","         9079.373","        24316.568",
"01/08/2016 14:00","          1.31","         25.28","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       8117856","     157231247","          918.332","        17786.786","      6780642","     13379408","         7492.422","        14783.876",
"01/08/2016 14:15","          0.96","         15.96","         0.00","         0.01","            0","         1022","         0.00","         0.00","            0","            0","       5969462","      99292557","          670.818","        11158.001","      3684087","      7508879","         4097.983","         8352.479",
"01/08/2016 14:30","          1.28","         18.60","         0.00","         0.00","            0","           55","         0.00","         0.00","            0","            0","       7979767","     115670853","          885.754","        12839.465","      5649827","      9958171","         6362.418","        11214.156",
"01/08/2016 14:45","          0.81","         10.23","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       5045965","      63642529","          575.240","         7255.248","      2650672","      4537348","         2906.438","         4975.162",
"01/08/2016 15:00","          0.59","          3.08","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3664352","      19186094","          413.156","         2163.232","      1525871","      2478346","         1691.653","         2747.612",
"01/08/2016 15:15","          0.89","         14.42","         0.00","         0.02","            0","         1102","         0.00","         0.00","            0","            0","       5555979","      89696289","          627.131","        10124.468","      3467745","      6575885","         3840.249","         7282.265",
"01/08/2016 15:30","          0.80","         19.74","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       4972028","     122760468","          556.867","        13749.172","      3702286","      7598615","         4132.016","         8480.597",
"01/08/2016 15:45","          0.96","         23.73","         0.00","         0.08","            0","         6820","         0.00","         0.00","            0","            0","       5969687","     147592392","          673.082","        16641.041","      4867007","      8476673","         5395.795","         9397.642",
"01/08/2016 16:00","          0.77","         13.21","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       4763399","      82158287","          536.478","         9253.077","      3954808","      7276743","         4389.354","         8076.296",
"01/08/2016 16:15","          1.25","         13.35","         0.00","         0.00","            0","          269","         0.00","         0.00","            0","            0","       7783421","      83046722","          873.689","         9321.995","      3752307","      6465309","         4178.516","         7199.676",
"01/08/2016 16:30","          1.28","         14.71","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       7965678","      91501823","          810.508","         9310.310","      3455901","      6013724","         4245.579","         7387.867",
"01/08/2016 16:45","          1.08","         20.32","         0.00","         0.13","            0","         8397","         0.00","         0.00","            0","            0","       6708751","     126384102","          753.057","        14186.616","      3469903","      6487529","         3864.034","         7224.420",
"01/08/2016 17:00","          0.99","          6.50","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       6167856","      40421284","          691.571","         4532.237","      2634586","      4042425","         2937.108","         4506.605",
"01/08/2016 17:15","          1.37","         30.25","         0.00","         0.18","            0","        13931","         0.00","         0.00","            0","            0","       8531686","     188162125","          956.615","        21097.677","      3481687","      7602036","         3881.479","         8474.956",
"01/08/2016 17:30","          1.10","         52.95","         0.00","         0.40","            0","        45555","         0.00","         0.00","            0","            0","       6837460","     329362640","          844.426","        40676.286","      3902459","     11467185","         3949.857","        11606.463",
"01/08/2016 17:45","          0.95","         12.31","         0.00","         0.00","            0","           32","         0.00","         0.00","            0","            0","       5899989","      76595901","          668.911","         8684.061","      2689543","      3979349","         2965.318","         4387.375",
"01/08/2016 18:00","          0.88","          3.43","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       5463348","      21349554","          615.993","         2407.162","      1844100","      2449686","         2044.457","         2715.838",
"01/08/2016 18:15","          1.04","         11.18","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       6499775","      69531784","          733.662","         7848.400","      3150741","      5271903","         3489.193","         5838.209",
"01/08/2016 18:30","          1.02","         35.43","         0.00","         0.01","            0","          489","         0.00","         0.00","            0","            0","       6361183","     220397064","          639.299","        22149.906","      3318657","      8235582","         4127.683","        10243.261",
"01/08/2016 18:45","          1.28","         33.05","         0.00","         0.04","            0","         5198","         0.00","         0.00","            0","            0","       7939432","     205543884","          898.148","        23252.152","      6391890","     12069301","         7062.862","        13336.244",
"01/08/2016 19:00","          1.03","          4.09","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       6398361","      25457281","          715.017","         2844.851","      2010768","      2596681","         2249.181","         2904.565",
"01/08/2016 19:15","          1.18","         27.96","         0.00","         0.01","            0","          575","         0.00","         0.00","            0","            0","       7346803","     173896133","          828.352","        19606.790","      3511333","      7887838","         3892.830","         8744.831",
"01/08/2016 19:30","          1.50","         37.20","         0.00","         0.02","            0","         2113","         0.00","         0.00","            0","            0","       9334055","     231355545","         1058.249","        26229.934","      7424143","     12549293","         8185.384","        13836.045",
"01/08/2016 19:45","          1.30","         50.75","         0.00","         0.31","            0","        39776","         0.00","         0.00","            0","            0","       8102682","     315681213","          907.500","        35356.295","      6418261","     12661320","         7163.238","        14130.938",
"01/08/2016 20:00","          1.05","         10.56","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       6521346","      65657417","          728.760","         7337.217","      3565890","      5906211","         3988.691","         6606.500",
"01/08/2016 20:15","          1.35","         21.41","         0.00","         0.03","            0","         2829","         0.00","         0.00","            0","            0","       8407542","     133157974","          946.899","        14996.917","      5743450","     10045587","         6374.528","        11149.375",
"01/08/2016 20:30","          1.07","         21.14","         0.00","         0.00","            0","           57","         0.00","         0.00","            0","            0","       6684924","     131484741","          825.588","        16238.367","      4674397","      8934655","         4731.171","         9043.173",
"01/08/2016 20:45","          0.85","         11.95","         0.00","         0.08","            0","         2810","         0.00","         0.00","            0","            0","       5288684","      74309448","          604.893","         8499.143","      2033416","      3593036","         2222.313","         3926.815",
"01/08/2016 21:00","          0.98","          9.84","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       6114094","      61207771","          676.372","         6771.110","      3363654","      5431402","         3800.739","         6137.177",
"01/08/2016 21:15","          1.16","         15.58","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       7218679","      96926682","          814.808","        10940.599","      4320515","      7473171","         4784.624","         8275.937",
"01/08/2016 21:30","          1.05","          8.73","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       6526081","      54312855","          732.553","         6096.618","      3067203","      4367576","         3415.594","         4863.670",
"01/08/2016 21:45","          0.91","         16.96","         0.00","         0.01","            0","          366","         0.00","         0.00","            0","            0","       5664953","     105511887","          634.475","        11817.331","      2600822","      5075858","         2902.703","         5665.020",
"01/08/2016 22:00","          1.39","         18.71","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       8668524","     116350426","          980.627","        13162.142","      5768834","     10080914","         6374.402","        11139.132",
"01/08/2016 22:15","          1.64","         30.79","         0.00","         0.02","            0","         3138","         0.00","         0.00","            0","            0","      10219034","     191516815","         1147.087","        21497.762","      8384964","     15394216","         9337.376","        17142.779",
"01/08/2016 22:30","          1.16","         17.94","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       7216727","     111608337","          734.302","        11356.149","      3609704","      6600425","         4434.526","         8108.630",
"01/08/2016 22:45","          1.26","         22.82","         0.00","         0.00","            0","          263","         0.00","         0.00","            0","            0","       7820109","     141927704","          872.920","        15842.681","      5450199","      9622877","         6103.247","        10775.898",
"01/08/2016 23:00","          1.06","          9.29","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       6594632","      57793346","          746.018","         6537.872","      3356226","      5269883","         3708.537","         5823.075",
"01/08/2016 23:15","          1.57","         45.52","         0.00","         0.10","            0","        14219","         0.00","         0.00","            0","            0","       9741717","     283160492","         1098.379","        31926.346","      7573594","     14619505","         8396.445","        16207.877",
