"Date/Time","Interface - In Utilization (%)","Interface - Out Utilization (%)","Interface Discards - In (%)","Interface Discards - Out (%)","Interface Discards - In (pkt)","Interface Discards - Out (pkt)","Interface Errors - In (%)","Interface Errors - Out (%)","Interface Errors - In (pkt)","Interface Errors - Out (pkt)","Interface - In (bps)","Interface - Out (bps)","Interface - In (MB)","Interface - Out (MB)","Interface - In (pkt)","Interface - Out (pkt)","Interface - In (pkt/sec)","Interface - Out (pkt/sec)",
"01/15/2016 12:00","          0.40","          0.58","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2497444","       3579385","          253.178","          362.860","       610442","       729244","          752.703","          899.191",
"01/15/2016 12:15","          0.44","          5.23","         0.00","         0.07","            0","         1168","         0.00","         0.00","            0","            0","       2735225","      32523823","          304.636","         3622.341","       946778","      1657058","         1062.602","         1859.773",
"01/15/2016 12:30","          0.59","         14.29","         0.00","         0.00","            0","           71","         0.00","         0.00","            0","            0","       3686990","      88894066","          414.325","         9989.471","      2077746","      3255564","         2311.175","         3621.317",
"01/15/2016 12:45","          0.46","         18.66","         0.00","         0.41","            0","        16364","         0.00","         0.00","            0","            0","       2864873","     116058556","          324.447","        13143.632","      1077415","      3982070","         1189.200","         4395.221",
"01/15/2016 13:00","          0.47","          0.55","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2892682","       3413331","          323.980","          382.293","       753676","       791247","          841.156","          883.088",
"01/15/2016 13:15","          1.00","         20.54","         0.00","         0.00","            0","          133","         0.00","         0.00","            0","            0","       6204684","     127782913","          702.681","        14471.416","      2708025","      4349899","         2988.990","         4801.213",
"01/15/2016 13:30","          0.61","         16.03","         0.00","         0.00","            0","           40","         0.00","         0.00","            0","            0","       3770072","      99709900","          421.777","        11155.044","      1531694","      3489459","         1711.390","         3898.837",
"01/15/2016 13:45","          0.69","         30.16","         0.00","         0.36","            0","        21105","         0.00","         0.00","            0","            0","       4281862","     187576111","          482.245","        21125.761","      3245735","      5912818","         3602.370","         6562.506",
"01/15/2016 14:00","          0.37","          0.49","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2279605","       3047477","          281.531","          376.363","       696929","       849938","          705.394","          860.261",
"01/15/2016 14:15","          0.39","          5.09","         0.00","         0.02","            0","          297","         0.00","         0.00","            0","            0","       2424728","      31654818","          273.085","         3565.124","       938770","      1723269","         1041.920","         1912.618",
"01/15/2016 14:30","          0.40","         10.26","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2506249","      63833736","          283.519","         7221.192","       977934","      2613514","         1080.590","         2887.861",
"01/15/2016 14:45","          0.51","         12.20","         0.00","         0.02","            0","          736","         0.00","         0.00","            0","            0","       3187752","      75870888","          357.825","         8516.507","      1309549","      3078005","         1458.295","         3427.623",
"01/15/2016 15:00","          0.41","          0.79","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2521025","       4885551","          257.145","          498.326","       676402","      1017745","          828.924","         1247.237",
"01/15/2016 15:15","          0.46","          4.69","         0.00","         0.10","            0","         1628","         0.00","         0.00","            0","            0","       2848848","      29145054","          320.139","         3275.175","      1134523","      1633687","         1261.983","         1817.227",
"01/15/2016 15:30","          0.54","          3.19","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3366717","      19867981","          376.652","         2222.730","      2006510","      1337767","         2241.911","         1494.712",
"01/15/2016 15:45","          0.51","         14.73","         0.00","         0.24","            0","         8221","         0.00","         0.00","            0","            0","       3157352","      91599731","          355.202","        10304.970","      1639730","      3402466","         1821.922","         3780.518",
"01/15/2016 16:00","          0.41","          0.57","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2521337","       3556397","          284.911","          401.873","       780134","       972784","          862.980","         1076.089",
"01/15/2016 16:15","          0.58","          3.21","         0.00","         0.01","            0","          180","         0.00","         0.00","            0","            0","       3632905","      19965551","          406.885","         2236.142","       983400","      1479974","         1097.545","         1651.757",
"01/15/2016 16:30","          0.62","         14.88","         0.00","         0.00","            0","           79","         0.00","         0.00","            0","            0","       3852729","      92529831","          435.358","        10455.870","      1461461","      3458864","         1616.660","         3826.177",
"01/15/2016 16:45","          0.48","          9.60","         0.00","         0.00","            0","           22","         0.00","         0.00","            0","            0","       3009730","      59730602","          338.218","         6712.226","      1424051","      2548486","         1584.039","         2834.801",
"01/15/2016 17:00","          0.38","          0.62","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2375840","       3870096","          268.470","          437.321","       714332","       977558","          790.190","         1081.370",
"01/15/2016 17:15","          0.68","         40.30","         0.00","         0.97","            0","        75297","         0.00","         0.00","            0","            0","       4232165","     250648193","          472.944","        28009.937","      3041134","      7670423","         3401.716","         8579.892",
"01/15/2016 17:30","          0.89","         50.96","         0.00","         0.02","            0","         1771","         0.00","         0.00","            0","            0","       5510309","     316974609","          617.843","        35540.779","      3634073","      9541477","         4051.364","        10637.098",
"01/15/2016 17:45","          0.58","          7.39","         0.00","         0.05","            0","         1159","         0.00","         0.00","            0","            0","       3622873","      45984703","          410.290","         5207.768","      1139811","      2211777","         1258.070","         2441.255",
"01/15/2016 18:00","          0.50","          0.53","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3104324","       3312181","          384.160","          409.882","       775099","      1030342","          782.928","         1040.750",
"01/15/2016 18:15","          0.57","          4.28","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3526010","      26600058","          393.591","         2969.231","      1006693","      1594757","         1127.316","         1785.842",
"01/15/2016 18:30","          0.64","         18.29","         0.00","         0.33","            0","        13274","         0.00","         0.00","            0","            0","       3961873","     113782806","          443.235","        12729.452","      1679684","      3965660","         1876.742","         4430.905",
"01/15/2016 18:45","          0.68","         14.81","         0.00","         0.01","            0","          376","         0.00","         0.00","            0","            0","       4254113","      92113945","          483.905","        10477.961","      2038728","      3442502","         2240.360","         3782.969",
"01/15/2016 19:00","          0.55","          0.66","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3410351","       4090487","          383.665","          460.180","       787851","      1038959","          875.390","         1154.399",
"01/15/2016 19:15","          0.78","         45.86","         0.00","         0.00","            0","          355","         0.00","         0.00","            0","            0","       4842052","     285275482","          547.152","        32236.130","      2091765","      8682276","         2313.899","         9604.288",
"01/15/2016 19:30","          0.61","         14.27","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3790898","      88770248","          419.368","         9820.209","      1541350","      3313769","         1741.638","         3744.372",
"01/15/2016 19:45","          0.63","         37.28","         0.00","         0.18","            0","        12729","         0.00","         0.00","            0","            0","       3908362","     231862976","          443.599","        26316.448","      1990527","      7182181","         2192.210","         7909.891",
"01/15/2016 20:00","          0.47","          0.53","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2895790","       3301258","          297.180","          338.792","       627608","       871252","          764.443","         1061.208",
"01/15/2016 20:15","          0.52","          5.99","         0.00","         0.10","            0","         1731","         0.00","         0.00","            0","            0","       3208633","      37247952","          360.169","         4181.083","       963671","      1804780","         1073.130","         2009.777",
"01/15/2016 20:30","          0.44","          6.67","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2747033","      41479389","          306.294","         4624.952","      1183675","      1859929","         1326.990","         2085.122",
"01/15/2016 20:45","          0.48","         10.73","         0.00","         0.00","            0","           33","         0.00","         0.00","            0","            0","       2960598","      66752640","          331.217","         7467.951","      1275338","      2638788","         1424.959","         2948.366",
"01/15/2016 21:00","          0.37","          0.46","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2300722","       2834087","          259.406","          319.543","       626984","       931924","          695.104","         1033.175",
"01/15/2016 21:15","          0.58","          4.08","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3597324","      25399675","          403.800","         2851.113","       905205","      1632111","         1008.023","         1817.496",
"01/15/2016 21:30","          0.42","         36.16","         0.00","         0.01","            0","          706","         0.00","         0.00","            0","            0","       2592237","     224893631","          292.599","        25384.870","       814689","      7096917","          902.203","         7859.266",
"01/15/2016 21:45","          0.63","         10.49","         0.00","         0.08","            0","         2310","         0.00","         0.00","            0","            0","       3914002","      65232079","          444.239","         7403.841","      1794933","      2763374","         1976.798","         3043.364",
"01/15/2016 22:00","          0.38","          0.56","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2374770","       3470654","          267.458","          390.882","       624292","       893766","          692.888","          991.971",
"01/15/2016 22:15","          0.48","          2.16","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2990022","      13410536","          334.135","         1498.627","       731386","      1197423","          818.105","         1339.399",
"01/15/2016 22:30","          0.43","         10.85","         0.00","         0.00","            0","           55","         0.00","         0.00","            0","            0","       2693803","      67493500","          305.747","         7660.512","       665798","      2639024","          733.258","         2906.414",
