"Date/Time","Interface - In Utilization (%)","Interface - Out Utilization (%)","Interface Discards - In (%)","Interface Discards - Out (%)","Interface Discards - In (pkt)","Interface Discards - Out (pkt)","Interface Errors - In (%)","Interface Errors - Out (%)","Interface Errors - In (pkt)","Interface Errors - Out (pkt)","Interface - In (bps)","Interface - Out (bps)","Interface - In (MB)","Interface - Out (MB)","Interface - In (pkt)","Interface - Out (pkt)","Interface - In (pkt/sec)","Interface - Out (pkt/sec)",
"01/08/2016 12:00","         16.84","          0.90","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     104732368","       5619490","        11874.033","          637.110","      9097511","      4214885","        10030.332","         4647.062",
"01/08/2016 12:15","         22.19","          1.06","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     138006348","       6565047","        15473.961","          736.106","     10284867","      4704108","        11465.850","         5244.268",
"01/08/2016 12:30","         18.69","          0.82","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     116267838","       5124254","        13138.265","          579.041","      7273036","      3253888","         8045.394","         3599.434",
"01/08/2016 12:45","         30.59","          0.81","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     190300476","       5052878","        21313.653","          565.922","      9302887","      3751029","        10382.687","         4186.417",
"01/08/2016 13:00","         12.23","          0.86","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      76097809","       5346504","         8541.979","          600.145","      6936378","      3236322","         7724.251","         3603.922",
"01/08/2016 13:15","         73.04","          1.36","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     454290100","       8460537","        50994.065","          949.695","     20387964","      7974624","        22703.748","         8880.428",
"01/08/2016 13:30","         42.35","          1.76","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     263409088","      10920723","        32596.873","         1351.439","     22169974","     11463248","        22393.914","        11579.038",
"01/08/2016 13:45","         76.22","          1.20","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     474082336","       7461387","        53037.961","          834.743","     21526192","      8006670","        24051.611","         8946.000",
"01/08/2016 14:00","         25.28","          1.31","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     157263351","       8166055","        17790.417","          923.785","     13485592","      6838645","        14901.207","         7556.514",
"01/08/2016 14:15","         16.02","          0.96","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      99660751","       5971089","        11199.376","          671.001","      7436067","      3645378","         8271.487","         4054.926",
"01/08/2016 14:30","         18.67","          1.29","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     116127235","       8047082","        12890.122","          893.226","     10007617","      5676159","        11269.839","         6392.071",
"01/08/2016 14:45","         10.21","          0.82","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      63481274","       5070359","         7236.865","          578.021","      4527430","      2648736","         4964.287","         2904.316",
"01/08/2016 15:00","          3.13","          0.59","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      19445091","       3643328","         2192.434","          410.785","      2495645","      1532307","         2766.791","         1698.788",
"01/08/2016 15:15","         14.44","          0.89","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      89842865","       5556760","        10141.013","          627.219","      6587422","      3472940","         7295.041","         3846.002",
"01/08/2016 15:30","         19.61","          0.79","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     121959923","       4912082","        13659.512","          550.153","      7525743","      3662957","         8399.267","         4088.122",
"01/08/2016 15:45","         23.74","          0.96","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     147655579","       5971415","        16648.167","          673.277","      8476152","      4867965","         9397.064","         5396.857",
"01/08/2016 16:00","         13.34","          0.78","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      82966682","       4822645","         9323.381","          541.945","      7279232","      3954448","         8097.032","         4398.719",
"01/08/2016 16:15","         13.33","          1.25","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      82919838","       7803027","         9328.482","          877.841","      6532664","      3790692","         7258.516","         4211.880",
"01/08/2016 16:30","         14.68","          1.28","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      91319962","       7933457","         9280.391","          806.238","      5990660","      3443880","         7368.585","         4236.015",
"01/08/2016 16:45","         20.24","          1.07","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     125887222","       6650623","        14146.576","          747.364","      6450740","      3444953","         7175.461","         3831.983",
"01/08/2016 17:00","          6.57","          1.00","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      40844612","       6248411","         4574.597","          699.822","      4082736","      2663545","         4556.625","         2972.707",
"01/08/2016 17:15","         29.53","          1.35","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     183671005","       8416640","        20617.071","          944.768","      7439763","      3415016","         8284.814","         3802.913",
"01/08/2016 17:30","         53.54","          1.09","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     333002747","       6806723","        41125.839","          840.630","     11594940","      3935573","        11735.770","         3983.374",
"01/08/2016 17:45","         12.34","          0.97","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      76749763","       6046263","         8701.505","          685.495","      4005225","      2719069","         4415.904","         2997.871",
"01/08/2016 18:00","          3.44","          0.87","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      21384951","       5430637","         2411.153","          612.304","      2448806","      1840540","         2714.863","         2040.510",
"01/08/2016 18:15","         11.14","          1.04","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      69285599","       6484850","         7855.255","          735.220","      5278383","      3155402","         5819.606","         3478.944",
"01/08/2016 18:30","         35.65","          1.03","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     221719742","       6393447","        22144.260","          638.546","      8229560","      3315703","        10299.825","         4149.816",
"01/08/2016 18:45","         32.52","          1.25","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     202281418","       7781842","        22908.369","          881.294","     11830643","      6261663","        13058.104","         6911.328",
"01/08/2016 19:00","          4.58","          1.04","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      28458241","       6474658","         3180.208","          723.543","      2820111","      2138148","         3154.487","         2391.665",
"01/08/2016 19:15","         27.98","          1.19","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     174038162","       7394825","        19644.557","          834.691","      7914259","      3516590","         8764.406","         3894.341",
"01/08/2016 19:30","         37.51","          1.52","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     233302277","       9442054","        26392.320","         1068.132","     12646131","      7472170","        13973.625","         8256.541",
"01/08/2016 19:45","         50.41","          1.28","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     313556793","       7957573","        35118.359","          891.248","     12510460","      6338412","        13962.567","         7074.121",
"01/08/2016 20:00","         10.56","          1.04","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      65691246","       6464949","         7349.208","          723.266","      5915836","      3563260","         6609.873","         3981.296",
"01/08/2016 20:15","         21.06","          1.35","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     130988556","       8371406","        14752.587","          942.830","     10171209","      5821258","        11288.800","         6460.886",
"01/08/2016 20:30","         21.42","          1.09","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     133257629","       6749360","        16507.289","          836.077","      8838981","      4627708","         8919.254","         4669.736",
"01/08/2016 20:45","         11.94","          0.85","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      74243141","       5311569","         8463.718","          605.519","      3605965","      2036790","         3953.909","         2233.322",
"01/08/2016 21:00","          9.93","          0.99","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      61782520","       6168760","         6834.692","          682.419","      5435933","      3366220","         6142.297","         3803.638",
"01/08/2016 21:15","         15.57","          1.16","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      96864410","       7205771","        10933.571","          813.351","      7467607","      4316669","         8269.775","         4780.364",
"01/08/2016 21:30","          8.71","          1.05","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      54160294","       6545701","         6079.493","          734.755","      4354350","      3063493","         4848.942","         3411.462",
"01/08/2016 21:45","         16.99","          0.91","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     105647141","       5657671","        11832.480","          633.659","      5087726","      2605130","         5678.266","         2907.511",
"01/08/2016 22:00","         18.62","          1.38","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     115816505","       8607110","        13217.559","          982.286","     10118985","      5788021","        11083.226","         6339.563",
"01/08/2016 22:15","         30.99","          1.66","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     192736771","      10298910","        21441.966","         1145.754","     15355541","      8365223","        17253.416","         9399.127",
"01/08/2016 22:30","         17.95","          1.16","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     111646126","       7228693","        11346.038","          734.616","      6592160","      3607592","         8108.438","         4437.382",
"01/08/2016 22:45","         22.85","          1.25","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     142107971","       7795189","        15898.329","          872.087","      9515504","      5465768","        10631.848","         6107.003",
"01/08/2016 23:00","          9.24","          1.06","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","      57466454","       6593003","         6493.709","          745.009","      5385508","      3341831","         5957.420","         3696.716",
"01/08/2016 23:15","         44.52","          1.54","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","     276907104","       9585083","        31221.277","         1080.718","     14420656","      7464998","        15987.424","         8276.051",
