"Date/Time","Interface - In Utilization (%)","Interface - Out Utilization (%)","Interface Discards - In (%)","Interface Discards - Out (%)","Interface Discards - In (pkt)","Interface Discards - Out (pkt)","Interface Errors - In (%)","Interface Errors - Out (%)","Interface Errors - In (pkt)","Interface Errors - Out (pkt)","Interface - In (bps)","Interface - Out (bps)","Interface - In (MB)","Interface - Out (MB)","Interface - In (pkt)","Interface - Out (pkt)","Interface - In (pkt/sec)","Interface - Out (pkt/sec)",
"01/22/2016 12:00","          0.37","          0.65","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2281624","       4013023","          256.968","          451.967","       678466","      1037423","          753.014","         1151.413",
"01/22/2016 12:15","          0.56","          3.92","         0.00","         0.02","            0","          288","         0.00","         0.00","            0","            0","       3510088","      24393091","          396.640","         2756.419","       980375","      1566501","         1084.486","         1732.855",
"01/22/2016 12:30","          0.54","          5.01","         0.00","         0.09","            0","         1546","         0.00","         0.00","            0","            0","       3343283","      31150532","          371.522","         3461.603","      1670455","      1666227","         1879.027","         1874.271",
"01/22/2016 12:45","          0.42","         19.01","         0.00","         0.38","            0","        15528","         0.00","         0.00","            0","            0","       2639598","     118234879","          297.615","        13330.982","      1369041","      4023509","         1517.784","         4460.653",
"01/22/2016 13:00","          0.37","          0.48","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2304027","       2993401","          259.779","          337.506","       714313","       850913","          791.921","          943.363",
"01/22/2016 13:15","          1.15","         72.45","         0.00","         0.00","            0","          415","         0.00","         0.00","            0","            0","       7160457","     450655640","          808.237","        50867.757","      6995114","     13105592","         7746.527","        14513.391",
"01/22/2016 13:30","          0.61","         42.40","         0.00","         0.03","            0","         2959","         0.00","         0.00","            0","            0","       3778118","     263716248","          465.181","        32470.061","      3725104","      8695919","         3781.832","         8828.344",
"01/22/2016 13:45","          0.59","         45.79","         0.00","         0.19","            0","        16080","         0.00","         0.00","            1","            0","       3641892","     284800201","          407.892","        31897.623","      3076327","      8370999","         3433.401","         9342.633",
"01/22/2016 14:00","          0.48","          0.51","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3002658","       3174461","          339.300","          358.714","       808745","       932848","          894.629","         1031.911",
"01/22/2016 14:15","          0.43","          4.26","         0.00","         0.02","            0","          287","         0.00","         0.00","            0","            0","       2699931","      26469893","          303.067","         2971.246","       967099","      1629594","         1076.948","         1814.693",
"01/22/2016 14:30","          0.32","          1.16","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2017374","       7242089","          227.207","          815.640","       704928","      1015092","          782.384","         1126.628",
"01/22/2016 14:45","          0.56","         16.09","         0.00","         0.00","            0","          162","         0.00","         0.00","            0","            0","       3456008","     100108505","          386.209","        11187.125","      2253836","      3584232","         2521.069","         4009.208",
"01/22/2016 15:00","          0.38","          0.48","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2354097","       2996802","          264.836","          337.140","       705761","       814805","          784.179","          905.339",
"01/22/2016 15:15","          0.51","          3.58","         0.00","         0.16","            0","         2255","         0.00","         0.00","            0","            0","       3202862","      22281605","          365.527","         2542.888","       983804","      1438901","         1077.551","         1576.014",
"01/22/2016 15:30","          0.49","         22.11","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       3033968","     137550461","          338.667","        15354.070","      1833142","      4576060","         2052.791","         5124.367",
"01/22/2016 15:45","          0.51","         23.06","         0.00","         0.06","            0","         2636","         0.00","         0.00","            0","            0","       3159275","     143435043","          352.259","        15993.006","      1660198","      4698091","         1861.208","         5266.918",
"01/22/2016 16:00","          0.34","          0.53","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2127403","       3285865","          242.258","          374.178","       715830","       875948","          785.763","          961.524",
"01/22/2016 16:15","          0.39","          2.59","         0.00","         0.07","            0","          862","         0.00","         0.00","            0","            0","       2417968","      16097528","          272.324","         1812.984","       857090","      1201243","          951.265","         1333.233",
"01/22/2016 16:30","          0.35","          1.46","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2157102","       9109222","          241.595","         1020.233","      1009755","       989150","         1126.959","         1103.962",
"01/22/2016 16:45","          0.44","         12.36","         0.00","         0.02","            0","          597","         0.00","         0.00","            0","            0","       2719181","      76877129","          306.928","         8677.505","      1505517","      2885782","         1667.239","         3195.772",
"01/22/2016 17:00","          0.36","          1.34","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2238267","       8339640","          252.365","          940.294","       757475","      1012186","          839.773","         1122.157",
"01/22/2016 17:15","          0.98","         63.91","         0.00","         0.93","            0","       108806","         0.00","         0.00","            0","            0","       6099088","     397523621","          687.672","        44820.791","      5406676","     11636400","         5994.098","        12900.665",
"01/22/2016 17:30","          0.64","         28.75","         0.00","         0.01","            0","          462","         0.00","         0.00","            0","            0","       3975968","     178838882","          402.070","        18085.083","      2471622","      5154636","         3055.157","         6371.614",
"01/22/2016 17:45","          0.34","          5.74","         0.00","         0.01","            0","          198","         0.00","         0.00","            0","            0","       2142632","      35717411","          239.707","         3995.885","       987666","      1762046","         1103.537","         1968.766",
"01/22/2016 18:00","          0.32","          0.44","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2012443","       2727868","          227.909","          308.931","       619684","       808438","          683.978","          892.316",
"01/22/2016 18:15","          0.36","          3.95","         0.00","         0.03","            0","          493","         0.00","         0.00","            0","            0","       2260195","      24590099","          276.309","         3006.140","       851840","      1515800","          871.002","         1549.898",
"01/22/2016 18:30","          0.37","         14.00","         0.00","         0.00","            0","          113","         0.00","         0.00","            0","            0","       2279896","      87104279","          259.053","         9897.224","       894689","      3164311","          984.256","         3481.090",
"01/22/2016 18:45","          0.39","         11.96","         0.00","         0.00","            0","           85","         0.00","         0.00","            0","            0","       2451618","      74386879","          274.888","         8340.629","      1360286","      2717643","         1516.484","         3029.702",
"01/22/2016 19:00","          0.37","          0.53","         0.00","         0.00","            0","            0","         0.00","         0.00","            0","            0","       2277891","       3312464","          256.548","          373.066","       640668","       858390","          711.063","          952.708",
"01/22/2016 19:15","          0.53","         47.23","         0.00","         0.04","            0","         3588","         0.00","         0.00","            0","            0","       3313502","     293799805","          371.112","        32905.576","      2068989","      8598704","         2309.139","         9596.768",
"01/22/2016 19:30","          0.36","          3.10","         0.00","         0.01","            0","          150","         0.00","         0.00","            0","            0","       2269266","      19273066","          232.600","         1975.489","      1179573","      1057548","         1438.504","         1289.693",
"01/22/2016 19:45","          0.48","         28.91","         0.00","         0.19","            0","        10286","         0.00","         0.00","            0","            0","       3010135","     179800430","          334.877","        20002.798","      2580284","      5428049","         2899.196","         6098.932",
